"Anno";"Mes";"Nombre";"Gasto"
2017;9;"Ramirez, Jose";1000320,67886162
2018;9;"Ramirez, Jose";1000423,75356529
2019;9;"Ramirez, Jose";1001169,81438147
2020;9;"Ramirez, Jose";1000700,91191019
2021;9;"Ramirez, Jose";1007440,75780258
2017;10;"Ramirez, Jose";1002476,46449969
2018;10;"Ramirez, Jose";1003232,77884186
2019;10;"Ramirez, Jose";1002543,01387845
2020;10;"Ramirez, Jose";1000083,98353309
2021;10;"Ramirez, Jose";1000412,4703985
2017;11;"Ramirez, Jose";1002249,5737197
2018;11;"Ramirez, Jose";1002809,96159976
2019;11;"Ramirez, Jose";1004184,69067521
2020;11;"Ramirez, Jose";1000828,18667489
2021;11;"Ramirez, Jose";1000456,20040039
2017;12;"Ramirez, Jose";1000774,20222765
2018;12;"Ramirez, Jose";1013084,93517363
2019;12;"Ramirez, Jose";1011915,25214819
2020;12;"Ramirez, Jose";1000370,58603784
2021;12;"Ramirez, Jose";1002104,70931687
2017;1;"Lira, Breann";1000917,41076849
2018;1;"Lira, Breann";1000429,58442034
2019;1;"Lira, Breann";1000286,66651286
2020;1;"Lira, Breann";1000895,48634214
2021;1;"Lira, Breann";1004164,2837864
2017;2;"Lira, Breann";1000698,16572073
2018;2;"Lira, Breann";1000198,18158092
2019;2;"Lira, Breann";1000603,5715723
2020;2;"Lira, Breann";1008426,43157129
2021;2;"Lira, Breann";1001361,12387089
2017;3;"Lira, Breann";1002326,71898023
2018;3;"Lira, Breann";1000544,79366217
2019;3;"Lira, Breann";1000854,61442507
2020;3;"Lira, Breann";1003382,23693498
2021;3;"Lira, Breann";1000123,20756426
2017;4;"Lira, Breann";1056127,18985957
2018;4;"Lira, Breann";1000946,80397226
2019;4;"Lira, Breann";1000414,76975546
2020;4;"Lira, Breann";1000206,71440608
2021;4;"Lira, Breann";1003180,85817022
2017;5;"Lira, Breann";1001206,85834213
2018;5;"Lira, Breann";1001525,26418827
2019;5;"Lira, Breann";1000369,83847796
2020;5;"Lira, Breann";1000557,42074708
2021;5;"Lira, Breann";1004114,60067532
2017;6;"Lira, Breann";1028420,60695577
2018;6;"Lira, Breann";1000663,26093739
2019;6;"Lira, Breann";1000762,31014425
2020;6;"Lira, Breann";1004384,67135001
2021;6;"Lira, Breann";1001787,12619686
2017;7;"Lira, Breann";1001455,08003554
2018;7;"Lira, Breann";1000850,69854787
2019;7;"Lira, Breann";1000821,93876334
2020;7;"Lira, Breann";1001202,94049805
2021;7;"Lira, Breann";1003378,50803165
2017;8;"Lira, Breann";1000712,79226042
2018;8;"Lira, Breann";1000242,9706175
2019;8;"Lira, Breann";1000122,983467
2020;8;"Lira, Breann";1000913,09681847
2021;8;"Lira, Breann";1017744,98265688
2017;9;"Lira, Breann";1005883,51226535
2018;9;"Lira, Breann";1017989,35680949
2019;9;"Lira, Breann";1000522,09421032
2020;9;"Lira, Breann";1003240,97312487
2021;9;"Lira, Breann";1000471,50634669
2017;10;"Lira, Breann";1000616,20260874
2018;10;"Lira, Breann";1008792,70995986
2019;10;"Lira, Breann";1001553,70374167
2020;10;"Lira, Breann";1000683,85855921
2021;10;"Lira, Breann";1000612,46643981
2017;11;"Lira, Breann";1030943,21986704
2018;11;"Lira, Breann";1002710,22167535
2019;11;"Lira, Breann";1001933,12902211
2020;11;"Lira, Breann";1002075,75277021
2021;11;"Lira, Breann";1001009,01932445
2017;12;"Lira, Breann";1000892,2709076
2018;12;"Lira, Breann";1000665,31310427
2019;12;"Lira, Breann";1003570,07448207
2020;12;"Lira, Breann";1000745,45145978
2021;12;"Lira, Breann";1001503,82227546
2017;1;"Amaya, Nicholas";1000438,87357424
2018;1;"Amaya, Nicholas";1054607,97056865
2019;1;"Amaya, Nicholas";1000120,07145669
2020;1;"Amaya, Nicholas";1009084,66824071
2021;1;"Amaya, Nicholas";1021867,85657908
2017;2;"Amaya, Nicholas";1000500,39820008
2018;2;"Amaya, Nicholas";1000380,63781332
2019;2;"Amaya, Nicholas";1000430,32547142
2020;2;"Amaya, Nicholas";1000456,65685862
2021;2;"Amaya, Nicholas";1012171,85501977
2017;3;"Amaya, Nicholas";1000419,39657632
2018;3;"Amaya, Nicholas";1000340,66157684
2019;3;"Amaya, Nicholas";1001165,00692262
2020;3;"Amaya, Nicholas";1001611,66545594
2021;3;"Amaya, Nicholas";1117267,82101412
2017;4;"Amaya, Nicholas";1001082,48777904
2018;4;"Amaya, Nicholas";1002446,79479831
2019;4;"Amaya, Nicholas";1000314,99993686
2020;4;"Amaya, Nicholas";1000433,24793234
2021;4;"Amaya, Nicholas";1003355,36031704
2017;5;"Amaya, Nicholas";1004944,1930936
2018;5;"Amaya, Nicholas";1001807,68097637
2019;5;"Amaya, Nicholas";1000166,10780956
2020;5;"Amaya, Nicholas";1008764,42477173
2021;5;"Amaya, Nicholas";1001717,87821496
2017;6;"Amaya, Nicholas";1001123,26042506
2018;6;"Amaya, Nicholas";1001193,99541261
2019;6;"Amaya, Nicholas";1006890,22967024
2020;6;"Amaya, Nicholas";1000785,97642209
2021;6;"Amaya, Nicholas";1017452,48022024
2017;7;"Amaya, Nicholas";1000600,92112808
2018;7;"Amaya, Nicholas";1000351,45995586
2019;7;"Amaya, Nicholas";1000612,42782951
2020;7;"Amaya, Nicholas";1001181,82310285
2021;7;"Amaya, Nicholas";1008191,23752608
2017;8;"Amaya, Nicholas";1002137,65061814
2018;8;"Amaya, Nicholas";1012418,41397141
2019;8;"Amaya, Nicholas";1016128,52181498
2020;8;"Amaya, Nicholas";1000876,63636116
2021;8;"Amaya, Nicholas";1000387,48506063
2017;9;"Amaya, Nicholas";1003756,29885849
2018;9;"Amaya, Nicholas";1000484,11525358
2019;9;"Amaya, Nicholas";1000402,6362515
2020;9;"Amaya, Nicholas";1005932,9757394
2021;9;"Amaya, Nicholas";1002512,19307096
2017;10;"Amaya, Nicholas";1004540,68398177
2018;10;"Amaya, Nicholas";1000139,86538789
2019;10;"Amaya, Nicholas";1000938,31067976
2020;10;"Amaya, Nicholas";1001414,59202976
2021;10;"Amaya, Nicholas";1000264,55024465
2017;11;"Amaya, Nicholas";1003079,07113374
2018;11;"Amaya, Nicholas";1001296,70206769
2019;11;"Amaya, Nicholas";1013091,2369303
2020;11;"Amaya, Nicholas";1000819,30833665
2021;11;"Amaya, Nicholas";1000822,01739084
2017;12;"Amaya, Nicholas";1010917,52350382
2018;12;"Amaya, Nicholas";1011906,26291416
2019;12;"Amaya, Nicholas";1014807,40662759
2020;12;"Amaya, Nicholas";1002191,19748769
2021;12;"Amaya, Nicholas";1000579,52941864
2017;1;"Suntken, Joshua";1001157,89201127
2018;1;"Suntken, Joshua";1000286,28089816
2019;1;"Suntken, Joshua";1001378,65538547
2020;1;"Suntken, Joshua";1000611,23393664
2021;1;"Suntken, Joshua";1003134,55514127
2017;2;"Suntken, Joshua";1001732,36548979
2018;2;"Suntken, Joshua";1000378,6715372
2019;2;"Suntken, Joshua";1001484,96188016
2020;2;"Suntken, Joshua";1000667,24455426
2021;2;"Suntken, Joshua";1000529,31228676
2017;3;"Suntken, Joshua";1001558,49613195
2018;3;"Suntken, Joshua";1008370,64784528
2019;3;"Suntken, Joshua";1000516,47198944
2020;3;"Suntken, Joshua";1000584,83304215
2021;3;"Suntken, Joshua";1000234,12891159
2017;4;"Suntken, Joshua";1000237,85459662
2018;4;"Suntken, Joshua";1000639,01613488
2019;4;"Suntken, Joshua";1001933,51342849
2020;4;"Suntken, Joshua";1000264,88544464
2021;4;"Suntken, Joshua";1000573,37056295
2017;5;"Suntken, Joshua";1000396,29613328
2018;5;"Suntken, Joshua";1047580,89579689
2019;5;"Suntken, Joshua";1001471,91047688
2020;5;"Suntken, Joshua";1017676,93853717
2021;5;"Suntken, Joshua";1193109,01050418
2017;6;"Suntken, Joshua";1002143,32120259
2018;6;"Suntken, Joshua";1000836,77796522
2019;6;"Suntken, Joshua";1000463,94666441
2020;6;"Suntken, Joshua";1005380,51114278
2021;6;"Suntken, Joshua";1000555,0402822
2017;7;"Suntken, Joshua";1001200,57136837
2018;7;"Suntken, Joshua";1006656,24530034
2019;7;"Suntken, Joshua";1002358,73703903
2020;7;"Suntken, Joshua";1001993,57653626
2021;7;"Suntken, Joshua";1000414,89749473
2017;8;"Suntken, Joshua";1000615,46088679
2018;8;"Suntken, Joshua";1000162,22144691
2019;8;"Suntken, Joshua";1000094,89817401
2020;8;"Suntken, Joshua";1000161,77870182
2021;8;"Suntken, Joshua";1020317,85241334
2017;9;"Suntken, Joshua";1084629,95112719
2018;9;"Suntken, Joshua";1006811,98456434
2019;9;"Suntken, Joshua";1000857,44975299
2020;9;"Suntken, Joshua";1000411,9245325
2021;9;"Suntken, Joshua";1005220,25377206
2017;10;"Suntken, Joshua";1005082,61862359
2018;10;"Suntken, Joshua";1000132,48106655
2019;10;"Suntken, Joshua";1001315,36648223
2020;10;"Suntken, Joshua";1003913,48765005
2021;10;"Suntken, Joshua";1000573,02723494
2017;11;"Suntken, Joshua";1002612,38787956
2018;11;"Suntken, Joshua";1000467,12848464
2019;11;"Suntken, Joshua";1000385,43686775
2020;11;"Suntken, Joshua";1000435,34570068
2021;11;"Suntken, Joshua";1038137,51683791
2017;12;"Suntken, Joshua";1001891,98912751
2018;12;"Suntken, Joshua";1003787,62448285
2019;12;"Suntken, Joshua";1019529,92473497
2020;12;"Suntken, Joshua";1001057,87433932
2021;12;"Suntken, Joshua";1000988,36555438
2017;1;"Gonzalez Barajas, Lynnette";1000498,51532899
2018;1;"Gonzalez Barajas, Lynnette";1000273,97343689
2019;1;"Gonzalez Barajas, Lynnette";1002489,27219786
2020;1;"Gonzalez Barajas, Lynnette";1039581,84063612
2021;1;"Gonzalez Barajas, Lynnette";1000896,87790394
2017;2;"Gonzalez Barajas, Lynnette";1003068,72759792
2018;2;"Gonzalez Barajas, Lynnette";1610306,55361209
2019;2;"Gonzalez Barajas, Lynnette";1002087,27896784
2020;2;"Gonzalez Barajas, Lynnette";1000670,8640895
2021;2;"Gonzalez Barajas, Lynnette";1000419,37659778
2017;3;"Gonzalez Barajas, Lynnette";1001449,81576662
2018;3;"Gonzalez Barajas, Lynnette";1073876,84298706
2019;3;"Gonzalez Barajas, Lynnette";1001733,36391149
2020;3;"Gonzalez Barajas, Lynnette";1000075,52648566
2021;3;"Gonzalez Barajas, Lynnette";1000772,11871576
2017;4;"Gonzalez Barajas, Lynnette";1038386,80283951
2018;4;"Gonzalez Barajas, Lynnette";1007998,84321575
2019;4;"Gonzalez Barajas, Lynnette";1002158,66108258
2020;4;"Gonzalez Barajas, Lynnette";1005904,64948781
2021;4;"Gonzalez Barajas, Lynnette";1000448,85494596
2017;5;"Gonzalez Barajas, Lynnette";1001348,16874192
2018;5;"Gonzalez Barajas, Lynnette";1001207,0019971
2019;5;"Gonzalez Barajas, Lynnette";1003923,57228095
2020;5;"Gonzalez Barajas, Lynnette";1003817,67850585
2021;5;"Gonzalez Barajas, Lynnette";1000704,05814527
2017;6;"Gonzalez Barajas, Lynnette";1000540,6624273
2018;6;"Gonzalez Barajas, Lynnette";1000154,61974135
2019;6;"Gonzalez Barajas, Lynnette";1000143,38947326
2020;6;"Gonzalez Barajas, Lynnette";1016197,51877922
2021;6;"Gonzalez Barajas, Lynnette";1174848,33563987
2017;7;"Gonzalez Barajas, Lynnette";1001792,51307997
2018;7;"Gonzalez Barajas, Lynnette";1000234,96239906
2019;7;"Gonzalez Barajas, Lynnette";1004424,71473844
2020;7;"Gonzalez Barajas, Lynnette";1000879,83883384
2021;7;"Gonzalez Barajas, Lynnette";1016294,08903294
2017;8;"Gonzalez Barajas, Lynnette";1000451,4513793
2018;8;"Gonzalez Barajas, Lynnette";1012739,093124
2019;8;"Gonzalez Barajas, Lynnette";1001208,68996899
2020;8;"Gonzalez Barajas, Lynnette";1001612,18072155
2021;8;"Gonzalez Barajas, Lynnette";1001230,8940766
2017;9;"Gonzalez Barajas, Lynnette";1014066,74531865
2018;9;"Gonzalez Barajas, Lynnette";1000111,93165112
2019;9;"Gonzalez Barajas, Lynnette";1012127,53229027
2020;9;"Gonzalez Barajas, Lynnette";1005428,31490153
2021;9;"Gonzalez Barajas, Lynnette";1002705,26026123
2017;10;"Gonzalez Barajas, Lynnette";1001408,00183048
2018;10;"Gonzalez Barajas, Lynnette";1000311,49211465
2019;10;"Gonzalez Barajas, Lynnette";1001391,54549329
2020;10;"Gonzalez Barajas, Lynnette";1000327,21145601
2021;10;"Gonzalez Barajas, Lynnette";1001460,77601147
2017;11;"Gonzalez Barajas, Lynnette";1002292,63198471
2018;11;"Gonzalez Barajas, Lynnette";1022991,6380063
2019;11;"Gonzalez Barajas, Lynnette";1000256,77917133
2020;11;"Gonzalez Barajas, Lynnette";1005174,04934701
2021;11;"Gonzalez Barajas, Lynnette";1001726,72683322
2017;12;"Gonzalez Barajas, Lynnette";1044688,05551737
2018;12;"Gonzalez Barajas, Lynnette";1002581,37107247
2019;12;"Gonzalez Barajas, Lynnette";1001040,2881509
2020;12;"Gonzalez Barajas, Lynnette";1001038,72514408
2021;12;"Gonzalez Barajas, Lynnette";1000646,13289882
2017;1;"Tolentino, Nicole";1004143,85566272
2018;1;"Tolentino, Nicole";1001080,82593925
2019;1;"Tolentino, Nicole";1002079,61025953
2020;1;"Tolentino, Nicole";1002882,82712762
2021;1;"Tolentino, Nicole";1000838,22562318
2017;2;"Tolentino, Nicole";1000972,06913632
2018;2;"Tolentino, Nicole";1003565,92228308
2019;2;"Tolentino, Nicole";1013102,15168459
2020;2;"Tolentino, Nicole";1000356,39918177
2021;2;"Tolentino, Nicole";1002183,04007616
2017;3;"Tolentino, Nicole";1000230,37911851
2018;3;"Tolentino, Nicole";1003386,55240784
2019;3;"Tolentino, Nicole";1001409,18055281
2020;3;"Tolentino, Nicole";1000317,77133438
2021;3;"Tolentino, Nicole";1002683,62407667
2017;4;"Tolentino, Nicole";1001166,64117818
2018;4;"Tolentino, Nicole";1000856,25044057
2019;4;"Tolentino, Nicole";1000980,04096055
2020;4;"Tolentino, Nicole";1000411,24412353
2021;4;"Tolentino, Nicole";1000225,39170276
2017;5;"Tolentino, Nicole";1000250,3453888
2018;5;"Tolentino, Nicole";1001235,49962702
2019;5;"Tolentino, Nicole";1000560,55885992
2020;5;"Tolentino, Nicole";1002340,29051969
2021;5;"Tolentino, Nicole";1001722,12947614
2017;6;"Tolentino, Nicole";1001701,00665215
2018;6;"Tolentino, Nicole";1000809,88102286
2019;6;"Tolentino, Nicole";1011131,62459783
2020;6;"Tolentino, Nicole";1001377,9099943
2021;6;"Tolentino, Nicole";1000715,25039803
2017;7;"Tolentino, Nicole";1001202,04735079
2018;7;"Tolentino, Nicole";1001173,96782087
2019;7;"Tolentino, Nicole";1000813,02716127
2020;7;"Tolentino, Nicole";1000719,98372938
2021;7;"Tolentino, Nicole";1001307,53114184
2017;8;"Tolentino, Nicole";1006250,50039392
2018;8;"Tolentino, Nicole";1001867,82017153
2019;8;"Tolentino, Nicole";1000258,19706249
2020;8;"Tolentino, Nicole";1000180,40134498
2021;8;"Tolentino, Nicole";1001230,70321306
2017;9;"Tolentino, Nicole";1000494,35758853
2018;9;"Tolentino, Nicole";1001113,32181736
2019;9;"Tolentino, Nicole";1008779,43891208
2020;9;"Tolentino, Nicole";1001833,80999132
2021;9;"Tolentino, Nicole";1001756,25376224
2017;10;"Tolentino, Nicole";1000155,51190372
2018;10;"Tolentino, Nicole";1001278,04639629
2019;10;"Tolentino, Nicole";1000965,51974016
2020;10;"Tolentino, Nicole";1011648,48752013
2021;10;"Tolentino, Nicole";1002025,9032961
2017;11;"Tolentino, Nicole";1001392,13819576
2018;11;"Tolentino, Nicole";1002232,49478816
2019;11;"Tolentino, Nicole";1000206,4850876
2020;11;"Tolentino, Nicole";1000728,19177639
2021;11;"Tolentino, Nicole";1000198,55260366
2017;12;"Tolentino, Nicole";1001329,28436315
2018;12;"Tolentino, Nicole";1000653,93921726
2019;12;"Tolentino, Nicole";1000339,07768232
2020;12;"Tolentino, Nicole";1000525,07062284
2021;12;"Tolentino, Nicole";1000444,75084859
2017;1;"Vigil, Andrew";1000481,55389371
2018;1;"Vigil, Andrew";1002533,27751443
2019;1;"Vigil, Andrew";1000286,28774619
2020;1;"Vigil, Andrew";1001129,56398627
2021;1;"Vigil, Andrew";1001111,45945969
2017;2;"Vigil, Andrew";1000624,73799495
2018;2;"Vigil, Andrew";1000151,20272404
2019;2;"Vigil, Andrew";1002060,14580531
2020;2;"Vigil, Andrew";1002799,45597941
2021;2;"Vigil, Andrew";1000294,40677762
2017;3;"Vigil, Andrew";1001523,21476089
2018;3;"Vigil, Andrew";1001008,50884819
2019;3;"Vigil, Andrew";1002647,8632658
2020;3;"Vigil, Andrew";1000990,25661226
2021;3;"Vigil, Andrew";1000532,00665738
2017;4;"Vigil, Andrew";1001195,55534561
2018;4;"Vigil, Andrew";1063281,0031575
2019;4;"Vigil, Andrew";1000907,77905502
2020;4;"Vigil, Andrew";1003813,0672311
2021;4;"Vigil, Andrew";1013636,62833741
2017;5;"Vigil, Andrew";1000723,57551603
2018;5;"Vigil, Andrew";1000283,5013429
2019;5;"Vigil, Andrew";1000417,50613161
2020;5;"Vigil, Andrew";1000372,76178103
2021;5;"Vigil, Andrew";1000469,63313606
2017;6;"Vigil, Andrew";1000338,20076719
2018;6;"Vigil, Andrew";1001412,64281374
2019;6;"Vigil, Andrew";1006180,49407256
2020;6;"Vigil, Andrew";1000775,62226929
2021;6;"Vigil, Andrew";1001780,86635842
2017;7;"Vigil, Andrew";1004542,94048082
2018;7;"Vigil, Andrew";1001297,1794819
2019;7;"Vigil, Andrew";1000419,87588755
2020;7;"Vigil, Andrew";1000245,87183985
2021;7;"Vigil, Andrew";1001327,46933132
2017;8;"Vigil, Andrew";1006987,33975717
2018;8;"Vigil, Andrew";1054051,5994217
2019;8;"Vigil, Andrew";1005738,58187793
2020;8;"Vigil, Andrew";1000544,22137482
2021;8;"Vigil, Andrew";1001119,02931985
2017;9;"Vigil, Andrew";1000989,98365962
2018;9;"Vigil, Andrew";1002801,63658979
2019;9;"Vigil, Andrew";1000314,95271609
2020;9;"Vigil, Andrew";1008752,05623613
2021;9;"Vigil, Andrew";1086609,60072895
2017;10;"Vigil, Andrew";1001914,05791172
2018;10;"Vigil, Andrew";1000425,12380606
2019;10;"Vigil, Andrew";1001221,48142324
2020;10;"Vigil, Andrew";1006780,59133063
2021;10;"Vigil, Andrew";1005297,02465506
2017;11;"Vigil, Andrew";1000798,92714914
2018;11;"Vigil, Andrew";1001186,02403737
2019;11;"Vigil, Andrew";1003526,09638654
2020;11;"Vigil, Andrew";1006809,20206004
2021;11;"Vigil, Andrew";1000654,62690657
2017;12;"Vigil, Andrew";1006913,80277166
2018;12;"Vigil, Andrew";1023064,83649614
2019;12;"Vigil, Andrew";1001374,26034003
2020;12;"Vigil, Andrew";1000825,06494418
2021;12;"Vigil, Andrew";1001910,76921795
2017;1;"Mendez Franco, Xavier";1010115,52483967
2018;1;"Mendez Franco, Xavier";1064414,38989184
2019;1;"Mendez Franco, Xavier";1003681,78577697
2020;1;"Mendez Franco, Xavier";1000215,82642491
2021;1;"Mendez Franco, Xavier";1000223,39230606
2017;2;"Mendez Franco, Xavier";1009274,64575071
2018;2;"Mendez Franco, Xavier";1001436,79115618
2019;2;"Mendez Franco, Xavier";1003374,45594059
2020;2;"Mendez Franco, Xavier";1007850,86298743
2021;2;"Mendez Franco, Xavier";1006588,09538187
2017;3;"Mendez Franco, Xavier";1000356,72268412
2018;3;"Mendez Franco, Xavier";1000972,18650667
2019;3;"Mendez Franco, Xavier";1005044,65133747
2020;3;"Mendez Franco, Xavier";1001036,87149156
2021;3;"Mendez Franco, Xavier";1001020,21844491
2017;4;"Mendez Franco, Xavier";1000917,57981802
2018;4;"Mendez Franco, Xavier";1000721,55837812
2019;4;"Mendez Franco, Xavier";1030381,27274064
2020;4;"Mendez Franco, Xavier";1001069,23199297
2021;4;"Mendez Franco, Xavier";1000365,27413164
2017;5;"Mendez Franco, Xavier";1024562,25997868
2018;5;"Mendez Franco, Xavier";1000562,90166645
2019;5;"Mendez Franco, Xavier";1000406,79666775
2020;5;"Mendez Franco, Xavier";1000329,82937241
2021;5;"Mendez Franco, Xavier";1003041,62065703
2017;6;"Mendez Franco, Xavier";1002306,72402831
2018;6;"Mendez Franco, Xavier";1000359,37638088
2019;6;"Mendez Franco, Xavier";1001391,81813843
2020;6;"Mendez Franco, Xavier";1007686,68954863
2021;6;"Mendez Franco, Xavier";1000941,6780157
2017;7;"Mendez Franco, Xavier";1004615,06628281
2018;7;"Mendez Franco, Xavier";1007137,96437958
2019;7;"Mendez Franco, Xavier";1000625,27442692
2020;7;"Mendez Franco, Xavier";1000100,83579482
2021;7;"Mendez Franco, Xavier";1003855,28090137
2017;8;"Mendez Franco, Xavier";1022119,91647365
2018;8;"Mendez Franco, Xavier";1000825,82965028
2019;8;"Mendez Franco, Xavier";1000852,35744619
2020;8;"Mendez Franco, Xavier";1001719,16771781
2021;8;"Mendez Franco, Xavier";1000225,76171507
2017;9;"Mendez Franco, Xavier";1001782,34091163
2018;9;"Mendez Franco, Xavier";1000576,55383689
2019;9;"Mendez Franco, Xavier";1001671,45578436
2020;9;"Mendez Franco, Xavier";1002153,78001845
2021;9;"Mendez Franco, Xavier";1000155,20046457
2017;10;"Mendez Franco, Xavier";1001901,54391327
2018;10;"Mendez Franco, Xavier";1000384,65985754
2019;10;"Mendez Franco, Xavier";1002039,31557404
2020;10;"Mendez Franco, Xavier";1001341,18340363
2021;10;"Mendez Franco, Xavier";1000357,19408182
2017;11;"Mendez Franco, Xavier";1000799,82332094
2018;11;"Mendez Franco, Xavier";1012152,22121135
2019;11;"Mendez Franco, Xavier";1003606,03411721
2020;11;"Mendez Franco, Xavier";1000831,29784657
2021;11;"Mendez Franco, Xavier";1000221,66498553
2017;12;"Mendez Franco, Xavier";1006715,7686372
2018;12;"Mendez Franco, Xavier";1001614,72304887
2019;12;"Mendez Franco, Xavier";1000183,82901812
2020;12;"Mendez Franco, Xavier";1001201,61371806
2021;12;"Mendez Franco, Xavier";1091425,72693271
2017;1;"Acevedo, Carmelo";1001812,24919564
2018;1;"Acevedo, Carmelo";1004920,95917178
2019;1;"Acevedo, Carmelo";1001921,27273091
2020;1;"Acevedo, Carmelo";1001279,34685436
2021;1;"Acevedo, Carmelo";1000539,90357351
2017;2;"Acevedo, Carmelo";1000560,52869628
2018;2;"Acevedo, Carmelo";1005266,49699304
2019;2;"Acevedo, Carmelo";1001613,07146127
2020;2;"Acevedo, Carmelo";1008400,34371962
2021;2;"Acevedo, Carmelo";1003746,08458278
2017;3;"Acevedo, Carmelo";1000392,40144745
2018;3;"Acevedo, Carmelo";1001712,97663652
2019;3;"Acevedo, Carmelo";1009193,654829
2020;3;"Acevedo, Carmelo";1000780,18893383
2021;3;"Acevedo, Carmelo";1001324,74743931
2017;4;"Acevedo, Carmelo";1000200,82563221
2018;4;"Acevedo, Carmelo";1000297,8881382
2019;4;"Acevedo, Carmelo";1005757,5144711
2020;4;"Acevedo, Carmelo";1057363,54703123
2021;4;"Acevedo, Carmelo";1001302,12110328
2017;5;"Acevedo, Carmelo";1001618,41434092
2018;5;"Acevedo, Carmelo";1001653,4295093
2019;5;"Acevedo, Carmelo";1000572,86128767
2020;5;"Acevedo, Carmelo";1003797,75030561
2021;5;"Acevedo, Carmelo";1000608,71209825
2017;6;"Acevedo, Carmelo";1030156,74200657
2018;6;"Acevedo, Carmelo";1000359,67538448
2019;6;"Acevedo, Carmelo";1005701,62221722
2020;6;"Acevedo, Carmelo";1002280,19743899
2021;6;"Acevedo, Carmelo";1013387,78007692
2017;7;"Acevedo, Carmelo";1003589,92398092
2018;7;"Acevedo, Carmelo";1002810,86480102
2019;7;"Acevedo, Carmelo";1000989,64072751
2020;7;"Acevedo, Carmelo";1000256,14325227
2021;7;"Acevedo, Carmelo";1000763,50589522
2017;8;"Acevedo, Carmelo";1001960,65134034
2018;8;"Acevedo, Carmelo";1002707,79243039
2019;8;"Acevedo, Carmelo";1000533,16236675
2020;8;"Acevedo, Carmelo";1005914,60653311
2021;8;"Acevedo, Carmelo";1004402,9466369
2017;9;"Acevedo, Carmelo";1000901,80750839
2018;9;"Acevedo, Carmelo";1001001,92283605
2019;9;"Acevedo, Carmelo";1000985,78882893
2020;9;"Acevedo, Carmelo";1001586,88672237
2021;9;"Acevedo, Carmelo";1000371,26369693
2017;10;"Acevedo, Carmelo";1000393,44449811
2018;10;"Acevedo, Carmelo";1004414,17471197
2019;10;"Acevedo, Carmelo";1000233,08636045
2020;10;"Acevedo, Carmelo";1000531,37887827
2021;10;"Acevedo, Carmelo";1005715,11099996
2017;11;"Acevedo, Carmelo";1000598,10102808
2018;11;"Acevedo, Carmelo";1000670,97396726
2019;11;"Acevedo, Carmelo";1000985,86699561
2020;11;"Acevedo, Carmelo";1001208,08804025
2021;11;"Acevedo, Carmelo";1001839,50126175
2017;12;"Acevedo, Carmelo";1000390,03009579
2018;12;"Acevedo, Carmelo";1000639,08867582
2019;12;"Acevedo, Carmelo";1001590,81245382
2020;12;"Acevedo, Carmelo";1005468,85065948
2021;12;"Acevedo, Carmelo";1002096,87192014
2017;1;"Mechanik, Tanner";1001583,03333795
2018;1;"Mechanik, Tanner";1000483,43777584
2019;1;"Mechanik, Tanner";1001582,46095334
2020;1;"Mechanik, Tanner";1004200,43263667
2021;1;"Mechanik, Tanner";1000122,51959077
2017;2;"Mechanik, Tanner";1004540,75520283
2018;2;"Mechanik, Tanner";1001590,19559445
2019;2;"Mechanik, Tanner";1001483,67182399
2020;2;"Mechanik, Tanner";1008985,8696576
2021;2;"Mechanik, Tanner";1000312,46492787
2017;3;"Mechanik, Tanner";1003696,87909724
2018;3;"Mechanik, Tanner";1000888,77284681
2019;3;"Mechanik, Tanner";1000883,08583182
2020;3;"Mechanik, Tanner";1001784,18723816
2021;3;"Mechanik, Tanner";1019722,22728257
2017;4;"Mechanik, Tanner";1000193,94380976
2018;4;"Mechanik, Tanner";1135631,98111968
2019;4;"Mechanik, Tanner";1010744,98963292
2020;4;"Mechanik, Tanner";1000347,02373547
2021;4;"Mechanik, Tanner";1001185,68512441
2017;5;"Mechanik, Tanner";1010284,72334182
2018;5;"Mechanik, Tanner";1016944,73016971
2019;5;"Mechanik, Tanner";1007486,69471488
2020;5;"Mechanik, Tanner";1000259,43575012
2021;5;"Mechanik, Tanner";1009332,84344975
2017;6;"Mechanik, Tanner";1007278,21599061
2018;6;"Mechanik, Tanner";1001221,76958958
2019;6;"Mechanik, Tanner";1004503,95489086
2020;6;"Mechanik, Tanner";1048259,69294465
2021;6;"Mechanik, Tanner";1000543,74014952
2017;7;"Mechanik, Tanner";1000402,34497979
2018;7;"Mechanik, Tanner";1010554,31643951
2019;7;"Mechanik, Tanner";1001159,80919265
2020;7;"Mechanik, Tanner";1000918,15588349
2021;7;"Mechanik, Tanner";1000135,51295774
2017;8;"Mechanik, Tanner";1097177,65414453
2018;8;"Mechanik, Tanner";1000659,93602892
2019;8;"Mechanik, Tanner";1010162,18218536
2020;8;"Mechanik, Tanner";1002857,22174138
2021;8;"Mechanik, Tanner";1000671,43268413
2017;9;"Mechanik, Tanner";1000454,98928733
2018;9;"Mechanik, Tanner";1000222,53359215
2019;9;"Mechanik, Tanner";1002347,80458861
2020;9;"Mechanik, Tanner";1002502,37065977
2021;9;"Mechanik, Tanner";1000603,471593
2017;10;"Mechanik, Tanner";1000922,06785459
2018;10;"Mechanik, Tanner";1002245,04952777
2019;10;"Mechanik, Tanner";1000320,97220909
2020;10;"Mechanik, Tanner";1000864,05007625
2021;10;"Mechanik, Tanner";1000761,27201174
